"header"	"created"	"author"	"topic"	"path"	"source"
"РАЗВЕДЧИК ИВАН БОСЛОВЯК"	"27.02.2015"	"Noname"	"«Творцы Победы»"	"2015/February/107.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2775-razvedchik-ivan-boslovyak.html"
"С НОВЫМ ГОДОМ!"	"31.12.2014"	"Noname"	"Разное"	"2014/December/108.txt"	"http://desnyanka.ru/raznoe/2485-s-novim-godom.html"
"100 ДНЕЙ ВО ГЛАВЕ РЕГИОНА"	"31.12.2014"	"Noname"	"Народ и власть"	"2014/December/109.txt"	"http://desnyanka.ru/narod_i_vlast/2483-2483.html"
"НОВОГОДНЕЕ ЧУДО"	"31.12.2014"	"Noname"	"Наши земляки"	"2014/December/110.txt"	"http://desnyanka.ru/nashi_zemlyaki/2480-2480.html"
"Восточный гороскоп 2015"	"31.12.2014"	"Noname"	"Это интересно"	"2014/December/111.txt"	"http://desnyanka.ru/eto_interesno/2482-2482.html"
"Новогодний стол"	"31.12.2014"	"Noname"	"Разное"	"2014/December/112.txt"	"http://desnyanka.ru/raznoe/2481-2481.html"
"«ВЕСЕЛАЯ НЕРАЗБЕРИХА» С ПЕСНЯМИ, ХОРОВОДОМ И ПОДАРКАМИ"	"31.12.2014"	"Noname"	"Это интересно"	"2014/December/113.txt"	"http://desnyanka.ru/eto_interesno/2479-veselaya-nerazberixa-s-pesnyami-xorovodom-i-podarkami.html"
"ЛЕСНОЙ ПРАЗДНИК"	"31.12.2014"	"Noname"	"Письмо в газету"	"2014/December/114.txt"	"http://desnyanka.ru/pismo_v_gaztu/2478-lesnoj-prazdnik.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"31.12.2014"	"Noname"	"Народ и власть"	"2014/December/115.txt"	"http://desnyanka.ru/narod_i_vlast/2477-v-pravitelstve-oblasti.html"
"ПОДАРКИ ДЕТЯМ ОТ ДЕПУТАТА"	"31.12.2014"	"Noname"	"Наши земляки"	"2014/December/116.txt"	"http://desnyanka.ru/nashi_zemlyaki/2476-podarki-detyam-ot-deputata.html"
"ВПЕРЕДИ – КАНИКУЛЫ"	"31.12.2014"	"А.Б. Лодочников"	"Службы информируют"	"2014/December/117.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2475-vperedi-kanikuli.html"
"АЛЕКСАНДР БОГОМАЗ: «ГОРДИМСЯ ВАМИ, ЗЕМЛЯКИ!»"	"31.10.2014"	"Noname"	"Народ и власть"	"2014/October/118.txt"	"http://desnyanka.ru/narod_i_vlast/2309-aleksandr-bogomaz-gordimsya-vami-zemlyaki.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"31.10.2014"	"Noname"	"Народ и власть"	"2014/October/119.txt"	"http://desnyanka.ru/narod_i_vlast/2308-v-pravitelstve-oblasti.html"
"С ЮБИЛЕЕМ, РОДНАЯ ШКОЛА!"	"31.10.2014"	"Е.Г. Шляпина"	"Это интересно"	"2014/October/120.txt"	"http://desnyanka.ru/eto_interesno/2307-s-yubileem-rodnaya-shkola.html"
"ОСЕННИЙ ПРИЗЫВ – 2014"	"31.10.2014"	"Noname"	"Район: день за днем"	"2014/October/121.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2306-osennij-prizi.html"
"СОЦИАЛЬНОЕ ОБСЛУЖИВАНИЕ НА ДОМУ"	"31.10.2014"	"   Ю.Н. Плевако"	"Службы информируют"	"2014/October/122.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2305-soczialnoe-obsluzhivanie-na-domu.html"
"ПРОФЕССОР ЖИВОПИСИ ЖЕРАР РИКАР: «Я БЫЛ ОЧАРОВАН КАРТИНАМИ ПОЛИНЫ!»"	"31.10.2014"	"Татьяна ТЕДЕЕВА"	"Наши земляки"	"2014/October/123.txt"	"http://desnyanka.ru/nashi_zemlyaki/2304-professor-zhivopisi-zherar-rikar-ya-bil-ocharovan-kartinami-polini.html"
"ЖЕЛАЕМ ДАЛЬНЕЙШИХ ПОБЕД!"	"31.10.2014"	"Назарова Юлия"	"Письмо в газету"	"2014/October/124.txt"	"http://desnyanka.ru/pismo_v_gaztu/2303-zhelaem-dalnejshix-pobed.html"
"СТИПЕНДИАТЫ БРЯНСКОГО РАЙОНА"	"31.10.2014"	"Виктория БУРОВА"	"Район: день за днем"	"2014/October/125.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2302-stipendiati-bryanskogo-rajona.html"
"ПЕСНЯ — КАК СОСТОЯНИЕ ДУШИ"	"31.10.2014"	"Алла Денисова"	"Наши земляки"	"2014/October/126.txt"	"http://desnyanka.ru/nashi_zemlyaki/2301-pesnya-kak-sostoyanie-dushi.html"
"ПРИГЛАШАЕМ НА ПРАЗДНИК"	"31.10.2014"	"Noname"	"Информация"	"2014/October/127.txt"	"http://desnyanka.ru/informaciya/2300-priglashaem-na-prazdnik.html"
"И СНОВА — ЗДРАВСТВУЙ, ШКОЛА!"	"29.08.2014"	"Noname"	"Район: день за днем"	"2014/August/128.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2107-i-snova-zdravstvuj-shkola.html"
"   ЗАСЛУЖЕННАЯ НАГРАДА"	"29.08.2014"	"Noname"	"Наши земляки"	"2014/August/129.txt"	"http://desnyanka.ru/nashi_zemlyaki/2106-zasluzhennaya-nagrada.html"
"ЕСТЬ УЧИТЕЛЬ — БУДЕТ ЖИТЬ РОССИЯ!"	"29.08.2014"	"Noname"	"Судьбы людские"	"2014/August/130.txt"	"http://desnyanka.ru/sudbi_ludskie/2105-est-uchitel-budet-zhit-rossiya.html"
"ОТ ШКОЛЫ ГРАМОТНОСТИ — ДО ГРАНТА ПРЕЗИДЕНТА РФ"	"29.08.2014"	"Часть 6"	"Это интересно"	"2014/August/131.txt"	"http://desnyanka.ru/eto_interesno/2104-ot-shkoli-gramotnosti-do-granta-prezidenta-rf.html"
"МЫ ВМЕСТЕ СДЕЛАЕМ БРЯНЩИНУ СИЛЬНОЙ"	"29.08.2014"	" Евгений Паромный"	"Народ и власть"	"2014/August/132.txt"	"http://desnyanka.ru/narod_i_vlast/2103-mi-vmeste-sdelaem-bryanshhinu-silnoj.html"
"ГУБЕРНСКИЙ МОЛОДЕЖНЫЙ БАЛ"	"29.08.2014"	"Анастасия РОМАШОВА"	"Разное"	"2014/August/133.txt"	"http://desnyanka.ru/raznoe/2102-gubernskij-molodezhnij-bal.html"
"ВНИМАНИЕ — ДЕТИ!"	"29.08.2014"	"Noname"	"Информация"	"2014/August/134.txt"	"http://desnyanka.ru/informaciya/2101-vnimanie-deti.html"
"НАПОМНИТЕ РЕБЕНКУ ОБ ОСТОРОЖНОСТИ НА ДОРОГЕ"	"29.08.2014"	"Светлана ЧЕРНОВА"	"Службы информируют"	"2014/August/135.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2100-napomnite-rebenku-ob-ostorozhnosti-na-doroge.html"
"ЕЩЕ КРАСИВЕЙ И СОВРЕМЕННЕЙ"	"29.08.2014"	"Noname"	"Письмо в газету"	"2014/August/136.txt"	"http://desnyanka.ru/pismo_v_gaztu/2099-eshhe-krasivej-i-sovremennej.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"29.08.2014"	"Пресс-служба"	"Народ и власть"	"2014/August/137.txt"	"http://desnyanka.ru/narod_i_vlast/2098-v-pravitelstve-oblasti.html"
"НОВЫЙ МОЛОЧНО-ТОВАРНЫЙ КОМПЛЕКС В ГОСОМЕ"	"26.06.2014"	"Noname"	"Район: день за днем"	"2014/June/138.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1920-novij-molochnotovarnij-kompleks-v-gosome.html"
"«РАДУГА ДЕТСТВА»"	"26.06.2014"	"Светлана ЕГОРОВА"	"Район: день за днем"	"2014/June/139.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1919-raduga-detstva.html"
"ПАМЯТНИК ВОЕННЫМ ЖУРНАЛИСТАМ"	"26.06.2014"	"Артем СЕРГЕЕВ"	"Разное"	"2014/June/140.txt"	"http://desnyanka.ru/raznoe/1918-pamyatnik-voennim-zhurnalistam.html"
"НА ПУТИ К ВЫСОКИМ НАДОЯМ"	"26.06.2014"	"Александр Казаков"	"Район: день за днем"	"2014/June/141.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1917-na-puti-k-visokim-nadoyam.html"
"УГОЛОК РОССИИ, ОТЧИЙ ДОМ"	"26.06.2014"	"Ирина ЛИТВИНОВА"	"Район: день за днем"	"2014/June/142.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1916-ugolok-rossii-otchij-dom.html"
"22 ИЮНЯ — ДЕНЬ ПАМЯТИ И СКОРБИ"	"26.06.2014"	"Noname"	"Наши земляки"	"2014/June/143.txt"	"http://desnyanka.ru/nashi_zemlyaki/1915-iyunya-den-pamyati-i-skorbi.html"
"МОБИЛЬНЫЙ ПУНКТ ВРЕМЕННОГО ПРЕБЫВАНИЯ К ПРИЕМУ БЕЖЕНЦЕВ ГОТОВ"	"26.06.2014"	"Пресс-служба"	"Информация"	"2014/June/144.txt"	"http://desnyanka.ru/informaciya/1914-mobilnij-punkt-vremennogo-prebivaniya-k-priemu-bezhenczev-gotov.html"
"ГРАФИК РАБОТЫ ТЕРРИТОРИАЛЬНОЙ ИЗБИРАТЕЛЬНОЙ КОМИССИИ БРЯНСКОГО РАЙОНА"	"26.06.2014"	"Noname"	"Информация"	"2014/June/145.txt"	"http://desnyanka.ru/informaciya/1913-grafik-raboti-territorialnoj-izbiratelnoj-komissii-bryanskogo-rajona.html"
"ИНФОРМКУРЬЕР"	"26.06.2014"	"Noname"	"Район: день за днем"	"2014/June/146.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1912-informkurer.html"
"РАЙОННАЯ АКЦИЯ"	"26.06.2014"	"И.В. Гусарова"	"Службы информируют"	"2014/June/147.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1911-rajonnaya-akcziya.html"
"ВЕСТИ ИЗ ГЛИНИЩЕВСКОЙ ДЮСШ"	"26.04.2014"	"Noname"	"Спорт"	"2014/April/148.txt"	"http://desnyanka.ru/sport/1777-vesti-iz-glinishhevskoj-dyussh.html"
"«МИНУТА ТЕЛЕФОНА ДОВЕРИЯ»"	"26.04.2014"	"Noname"	"Информация"	"2014/April/149.txt"	"http://desnyanka.ru/informaciya/1776-minuta-telefona-doveriya.html"
"СОЦИАЛЬНАЯ СТИПЕНДИЯ"	"26.04.2014"	"В.А. Зинакова"	"Службы информируют"	"2014/April/150.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1775-soczialnaya-stipendiya.html"
"СПАСИБО ЛЮДЯМ С ДОБРОЙ ДУШОЙ"	"26.04.2014"	"Галина Майорова"	"Район: день за днем"	"2014/April/151.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1774-spasibo-lyudyam-s-dobroj-dushoj.html"
"В БРЯНСКОЙ ОБЛАСТИ  СТАРТОВАЛ ПРОЕКТ «ПАРТИЙНАЯ МОБИЛИЗАЦИЯ»"	"26.04.2014"	"Исполком БРО ВП"	"Народ и власть"	"2014/April/152.txt"	"http://desnyanka.ru/narod_i_vlast/1773-v-bryanskoj-oblasti-startoval-proekt-partijnaya-mobilizacziya.html"
"АЛЬТЕРНАТИВНОСТЬ ОБЕСПЕЧЕНА"	"26.04.2014"	"Noname"	"Народ и власть"	"2014/April/153.txt"	"http://desnyanka.ru/narod_i_vlast/1772-alternativnost-obespechena.html"
"КОНКУРСНЫЙ НАБОР СПЕЦИАЛИСТОВ ДЛЯ ОБУЧЕНИЯ В РАМКАХ ПРЕЗИДЕНТСКОЙ ПРОГРАММЫ В 2014/2015 УЧЕБНОМ ГОДУ "	"26.04.2014"	"Noname"	"Информация"	"2014/April/154.txt"	"http://desnyanka.ru/informaciya/1771-konkursnij-nabor-speczialistov-dlya-obucheniya-v-ramkax-prezidentskoj-programmi-v-uchebnom-godu.html"
"УЧИМ ПРАВИЛА ДОРОЖНОГО ДВИЖЕНИЯ"	"26.04.2014"	"Noname"	"Письмо в газету"	"2014/April/155.txt"	"http://desnyanka.ru/pismo_v_gaztu/1770-uchim-pravila-dorozhnogo-dvizheniya.html"
"В  МОСКВУ — САМОЛЕТОМ"	"26.04.2014"	"Пресс-служба"	"Информация"	"2014/April/156.txt"	"http://desnyanka.ru/informaciya/1769-v-moskvu-samoletom.html"
"РОДОМ ИЗ СВЕНИ"	"26.04.2014"	"В.М. Чеботарёва"	"Наши земляки"	"2014/April/157.txt"	"http://desnyanka.ru/nashi_zemlyaki/1768-rodom-iz-sveni.html"
"ЭТО СКАЗКА, СЧАСТЬЕ И ВОЛШЕБСТВО!"	"26.02.2014"	"Noname"	"Спорт"	"2014/February/158.txt"	"http://desnyanka.ru/sport/1553-ETOSKAZKASCHASTEIVOLSHEBSTVO.html"
"ПОЕЗДКА В ВОИНСКУЮ ЧАСТЬ"	"26.02.2014"	"Noname"	"Разное"	"2014/February/159.txt"	"http://desnyanka.ru/raznoe/1552-POEZDKAVVOINSKUYUCHAST.html"
"СПАСИБО ДЕДУ ЗА ПОБЕДУ!"	"26.02.2014"	"Noname"	"Письмо в газету"	"2014/February/160.txt"	"http://desnyanka.ru/pismo_v_gaztu/1551-SPASIBODEDUZAPOBEDU.html"
"С ВИДЕОКАМЕРАМИ И ОБЩЕСТВЕННЫМИ НАБЛЮДАТЕЛЯМИ"	"26.02.2014"	"Noname"	"Службы информируют"	"2014/February/161.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1550-SVIDEOKAMERAMIIOBSHCHESTVENNIMINABLYUDATELYAMI.html"
"ЛУЧШИЕ В РОССИИ"	"26.02.2014"	"Noname"	"Разное"	"2014/February/162.txt"	"http://desnyanka.ru/raznoe/1549-LUCHSHIEVROSSII.html"
"ИНФОРМКУРЬЕР"	"26.02.2014"	"Noname"	"Район: день за днем"	"2014/February/163.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1548-INFORMKURER.html"
"ВОПРОСЫ ВЕСЕННЕГО СЕВА И РАЗВИТИЕ МЯСНОГО СКОТОВОДСТВА"	"26.02.2014"	"Noname"	"Народ и власть"	"2014/February/164.txt"	"http://desnyanka.ru/narod_i_vlast/1547-VOPROSIVESENNEGOSEVAIRAZVITIEMYASNOGOSKOTOVODSTVA.html"
"БРЯНСК ВСТРЕЧАЕТ ЭСТАФЕТУ ПАРАЛИМПИЙСКОГО ОГНЯ"	"26.02.2014"	"Noname"	"Спорт"	"2014/February/165.txt"	"http://desnyanka.ru/sport/1546-BRYANSKVSTRECHAETESTAFETUPARALIMPIYSKOGOOGNYA.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"26.02.2014"	"Noname"	"Народ и власть"	"2014/February/166.txt"	"http://desnyanka.ru/narod_i_vlast/1545-VPRAVITELSTVEOBLASTI.html"
"С ДНЕМ ЗАЩИТНИКА ОТЕЧЕСТВА!"	"21.02.2014"	"Noname"	"Разное"	"2014/February/167.txt"	"http://desnyanka.ru/raznoe/1544-SDNEMZASHCHITNIKAOTECHESTVA.html"
"С НОВЫМ ГОДОМ!"	"31.12.2013"	"Noname"	"Разное"	"2013/December/168.txt"	"http://desnyanka.ru/raznoe/1405-SNOVIMGODOM.html"
"В НОВЫЙ ГОД — В СООТВЕТСТВИИ С НОВЫМ УСТАВОМ"	"27.12.2013"	"Noname"	"В администрации района"	"2013/December/169.txt"	"http://desnyanka.ru/v_administracii_rayona/1404-VNOVIYGODVSOOTVETSTVIISNOVIMUSTAVOM.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"27.12.2013"	"Noname"	"Народ и власть"	"2013/December/170.txt"	"http://desnyanka.ru/narod_i_vlast/1403-VPRAVITELSTVEOBLASTI.html"
"ВЫСОКИЙ РЕЙТИНГ ВЛАСТИ"	"27.12.2013"	"Noname"	"Народ и власть"	"2013/December/171.txt"	"http://desnyanka.ru/narod_i_vlast/1402-VISOKIYREYTINGVLASTI.html"
"АКЦИЯ «ДОБРЫЕ СЕРДЦА»"	"27.12.2013"	"Noname"	"Судьбы людские"	"2013/December/172.txt"	"http://desnyanka.ru/sudbi_ludskie/1401-AKTSIYADOBRIESERDTSA.html"
"В ПОДДЕРЖКУ ИНИЦИАТИВНОЙ МОЛОДЕЖИ          "	"27.12.2013"	"Noname"	"Район: день за днем"	"2013/December/173.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1400-VPODDERZHKUINITSIATIVNOYMOLODEZHI.html"
"ПОИСКОВЫЙ СЛЕТ"	"27.12.2013"	"Noname"	"Разное"	"2013/December/174.txt"	"http://desnyanka.ru/raznoe/1399-POISKOVIYSLET.html"
"КОНТРОЛЬ В СФЕРЕ ЖКХ"	"27.12.2013"	"Noname"	"Народ и власть"	"2013/December/175.txt"	"http://desnyanka.ru/narod_i_vlast/1398-KONTROLVSFEREZHKH.html"
"«ДЕСНЯНСКАЯ» — ОДНА ИЗ ЛУЧШИХ"	"27.12.2013"	"Noname"	"Район: день за днем"	"2013/December/176.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1397-desnyanskayaodnaizluchshih.html"
"ЧЕМПИОНКИ РАЙОНА"	"27.12.2013"	"Noname"	"Спорт"	"2013/December/177.txt"	"http://desnyanka.ru/sport/1396-CHEMPIONKIRAYONA.html"
"БЛАГОЕ ДЕЛО"	"30.10.2013"	"Noname"	"Район: день за днем"	"2013/October/178.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1240-BLAGOEDELO.html"
"ДОБИВАЮТСЯ НЕПЛОХИХ РЕЗУЛЬТАТОВ"	"30.10.2013"	"Noname"	"Разное"	"2013/October/179.txt"	"http://desnyanka.ru/raznoe/1239-DOBIVAYUTSYANEPLOHIHREZULTATOV.html"
"ПРЕДСТОИТ КРОПОТЛИВАЯ И ОЧЕНЬ ОТВЕТСТВЕННАЯ РАБОТА"	"30.10.2013"	"Noname"	"Район: день за днем"	"2013/October/180.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1238-PREDSTOITKROPOTLIVAYAIOCHENOTVETSTVENNAYARABOTA.html"
"В ЧЕСТЬ БУДУЩЕЙ ОЛИМПИАДЫ"	"30.10.2013"	"Noname"	"Разное"	"2013/October/181.txt"	"http://desnyanka.ru/raznoe/1237-VCHESTBUDUSHCHEYOLIMPIADI.html"
"«ТАРАТОРКИ» ПОКОРИЛИ «МИР» НА ЦВЕТНОМ БУЛЬВАРЕ"	"30.10.2013"	"Noname"	"Это интересно"	"2013/October/182.txt"	"http://desnyanka.ru/eto_interesno/1236-TARATORKIPOKORILIMIRNATSVETNOMBULVARE.html"
"СПЕШИТЕ ДЕЛАТЬ ДОБРО!"	"30.10.2013"	"Noname"	"Письмо в газету"	"2013/October/183.txt"	"http://desnyanka.ru/pismo_v_gaztu/1235-SPESHITEDELATDOBRO.html"
"ОКАЖИ ПОМОЩЬ ЖИТЕЛЯМ ДАЛЬНЕГО ВОСТОКА!"	"30.10.2013"	"Noname"	"Информация"	"2013/October/184.txt"	"http://desnyanka.ru/informaciya/1234-OKAZHIPOMOSHCHZHITELYAMDALNEGOVOSTOKA.html"
"СОЗДАТЬ ЦЕНТРЫ ОБЩЕСТВЕННОГО КОНТРОЛЯ"	"30.10.2013"	"Noname"	"Народ и власть"	"2013/October/185.txt"	"http://desnyanka.ru/narod_i_vlast/1233-SOZDATTSENTRIOBSHCHESTVENNOGOKONTROLYA.html"
"БУДЬТЕ ОСТОРОЖНЫ С ОГНЕМ"	"30.10.2013"	"Noname"	"Службы информируют"	"2013/October/186.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1232-BUDTEOSTOROZHNISOGNEM.html"
"ФОРМИРУЕТСЯ ОБЩЕСТВЕННЫЙ СОВЕТ"	"30.10.2013"	"Noname"	"Народ и власть"	"2013/October/187.txt"	"http://desnyanka.ru/narod_i_vlast/1231-FORMIRUETSYAOBSHCHESTVENNIYSOVET.html"
"ОТВЕТСТВЕННО И КОНСТРУКТИВНО"	"30.08.2013"	"Noname"	"В администрации района"	"2013/August/188.txt"	"http://desnyanka.ru/v_administracii_rayona/1144-OTVETSTVENNOIKONSTRUKTIVNO.html"
"ЗДРАВСТВУЙ, ШКОЛА!"	"30.08.2013"	"Noname"	"Район: день за днем"	"2013/August/189.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1143-ZDRAVSTVUYSHKOLA.html"
"ЯРКИЙ И КРАСОЧНЫЙ ПРАЗДНИК"	"30.08.2013"	"Noname"	"Район: день за днем"	"2013/August/190.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1142-YARKIYIKRASOCHNIYPRAZDNIK.html"
"ПРИЗНАНИЕ НА ГОСУДАРСТВЕННОМ УРОВНЕ"	"28.08.2013"	"Noname"	"Район: день за днем"	"2013/August/191.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1140-PRIZNANIENAGOSUDARSTVENNOMUROVNE.html"
"С ХОРОШИМ НАСТРОЕНИЕМ ВСТРЕЧАЛИ ГОСТЕЙ"	"28.08.2013"	"Noname"	"Район: день за днем"	"2013/August/192.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1139-SHOROSHIMNASTROENIEMVSTRECHALIGOSTEY.html"
"ПОСЕЛОК СТАНОВИТСЯ КРАСИВЕЕ"	"28.08.2013"	"Noname"	"Район: день за днем"	"2013/August/193.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1138-POSELOKSTANOVITSYAKRASIVEE.html"
"ВЫПЛАТЫ НА ТРЕТЬЕГО РЕБЕНКА"	"28.08.2013"	"Noname"	"Информация"	"2013/August/194.txt"	"http://desnyanka.ru/informaciya/1137-VIPLATINATRETEGOREBENKA.html"
"Решение Снежского сельского Совета народных депутатов"	"27.08.2013"	"Noname"	"Информация"	"2013/August/195.txt"	"http://desnyanka.ru/informaciya/1141-reshenie-snezhskogo-selskogo-soveta-narodnyh-deputatov.html"
"Мой дом — Моя забота"	"23.08.2013"	"Noname"	"Информация"	"2013/August/196.txt"	"http://desnyanka.ru/informaciya/1134-MoydomMoyazabota.html"
"ЛОВИСЬ, РЫБКА, БОЛЬШАЯ И МАЛЕНЬКАЯ!"	"23.08.2013"	"Noname"	"Район: день за днем"	"2013/August/197.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1133-LOVISRIBKABOLSHAYAIMALENKAYA.html"
"ЗА ОСОБЫЕ УСПЕХИ В УЧЕНИИ"	"27.06.2013"	"Noname"	"В администрации района"	"2013/June/198.txt"	"http://desnyanka.ru/v_administracii_rayona/1062-ZAOSOBIEUSPEHIVUCHENII.html"
"«И ВНУКИ ВОССЛАВЯТ РАДОСТЬ ПОБЕДЫ»"	"27.06.2013"	"Noname"	"Разное"	"2013/June/199.txt"	"http://desnyanka.ru/raznoe/1060-IVNUKIVOSSLAVYATRADOSTPOBEDI.html"
"ТРУДОУСТРОЙСТВО ДЛЯ ВСЕХ"	"27.06.2013"	"Noname"	"Информация"	"2013/June/200.txt"	"http://desnyanka.ru/informaciya/1059-TRUDOUSTROYSTVODLYAVSEH.html"
"НА РАТНОЕ ПОЛЕ РОССИИ"	"27.06.2013"	"Noname"	"В администрации района"	"2013/June/201.txt"	"http://desnyanka.ru/v_administracii_rayona/1058-NARATNOEPOLEROSSII.html"
"Решения территориальной избирательной комиссии Брянского района"	"24.06.2013"	"Noname"	"Информация"	"2013/June/202.txt"	"http://desnyanka.ru/informaciya/1135-resheniya-territorialnoy-izbiratelnoy-komissii-bryanskogo-rayona.html"
